hatchback 0.75 4.3 0.1 3.9 0,0,1 1.63 1.29 0.39 2.5
sedan 0.8 4.3 0.1 4.34 1,0,0 1.8 1.5 0.39 2.5
FWD 1.8 3.8 0.5 4.61 0,1,0 2.2 1.94 0.12 2.5
van 1.7 3.84 0.5 4.87 1,0,1 2.3 1.92 0.1 2.5
